,baseMean,log2FoldChange,lfcSE,pvalue,padj,FDR_corrected_pvals
1110038B12Rik,541.220110584101,0.221400453634609,0.180569745609229,0.192411297738464,0.378087454468517,0.41635908771561037
1110038F14Rik,466.394281268407,-0.342034048545376,0.201714363834335,0.0656317656275225,0.168260203992501,0.1896151161341546
1110046J04Rik,39.6824831103879,-0.0781685791727816,0.411931999820082,0.765538930347863,0.886244863205391,0.9063694536048972
1110051M20Rik,232.508307687622,-0.158990309916047,0.240160957688414,0.457051247119227,0.664665772449699,0.7024895222502403
1110059E24Rik,485.254661318754,-0.0610773488127254,0.18579920657037,0.724639883576373,0.858545569621678,0.8826717931389879
1110059G10Rik,397.698714244469,0.116894317307361,0.236119026104683,0.582570464005156,0.766598431702313,0.7981484249811209
1110065P20Rik,366.217464504955,0.487070066885194,0.237286873548037,0.0223151543977457,0.0699238813291259,0.07911402349909184
1190001M18Rik,4.68045232928502,-0.226209870600889,0.598300968186759,0.0586385501799986,0.153804873084193,0.1734572645874323
1190002N15Rik,840.076441711634,-0.814381781523967,0.152110157624843,2.65084572016682e-08,2.42351658298665e-07,2.7426057643264404e-07
1190005I06Rik,8.32504827763694,-0.0726864811760919,0.509276242753757,0.670890268814845,0.825014441797773,0.8532205708736331
1190007I07Rik,141.395548761878,0.15606674354293,0.30066600149457,0.532920541592056,0.727826150422002,0.7623541350780386
1200007C13Rik,3.34646359165386,0.167804270921093,0.569759769589653,0.0573355035057542,,0.1704520857114599
1300002E11Rik,86.7170553701096,-0.0371509930850574,0.419488063772351,0.882446342623093,0.945531498121222,0.9568681888643427
1300014J16Rik,2.17351146917904,-0.100811175112893,0.542035470170675,0.278543966264931,,0.5236432880190812
1500002C15Rik,33.7488808788085,0.247686472317336,0.477825224077721,0.360020417890646,0.570770120794888,0.6091642953280945
1500002F19Rik,3.73145720108867,-0.052910759140116,0.520563164874902,0.688620287791669,,0.8632699974238238
1500004A13Rik,124.500202772123,0.0110857672099184,0.309499746872739,0.96680945309671,0.986655410878128,0.9923443358083205
1500009L16Rik,4.77288163819448,0.171093888336528,0.555408140873736,0.232223454500113,0.430328357730272,0.4704274795791945
1500011B03Rik,425.265665576117,0.313857442169262,0.250084909693646,0.156183142635628,0.325972581824091,0.3613073076612432
1500011K16Rik,616.581839543597,0.627602946169085,0.205044627458301,0.0009569246675103,0.004500060267955,0.005092554892073362
1500015A07Rik,341.582882591803,0.63625640456074,0.240721104285949,0.0033841200068339,0.0138991948336838,0.015729214373016314
1520401A03Rik,1.61577852944449,-0.0108425630697243,0.529020199644024,0.868845689723295,,0.9512133663576484
1600002K03Rik,194.526428335931,-0.0225312600497882,0.244285017439464,0.918008157414999,0.962801611772445,0.9713043993842778
1600010M07Rik,139.346203201503,-0.4922029987186,0.309732747956321,0.0563350797074365,0.148892558649971,0.168000126839291
1600012H06Rik,1149.53073176813,-0.0069551498938945,0.136570389687291,0.95895129391538,0.98206166505114,0.9873986528736354
1600014C10Rik,695.514045517477,0.0349130137648588,0.157557633001858,0.818260272365884,0.913519861926818,0.9296875513068941
1600020E01Rik,134.247216678701,-0.146162812923751,0.367074012864004,0.585406155713981,0.768468707125446,0.7999327229757837
1600023N17Rik,2.00527422532677,-0.0448893901154963,0.536142369282406,0.557074113722274,,0.7794691110080192
1700001C19Rik,11.7955262412527,0.0962720680318943,0.50898404708241,0.60397157344829,0.780615023418407,0.8114895546881815
